,Year,Month,Monthly,Monthly,Annual,Annual,Five-year,Five-year,Ten-year,Ten-year,Twenty-year,Twenty-year
,,,Anomaly,Uncertainty,Anomaly,Uncertainty,Anomaly,Uncertainty,Anomaly,Uncertainty,Anomaly,Uncertainty
0,1750,1,-0.934,2.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1750,2,-1.612,2.927,-1.111,0.795,0.0,0.0,0.0,0.0,0.0,0.0
2,1750,3,-0.104,2.174,-1.128,0.789,0.0,0.0,0.0,0.0,0.0,0.0
3,1750,4,-0.428,1.252,-1.155,0.793,0.0,0.0,0.0,0.0,0.0,0.0
4,1750,5,-1.802,1.17,-1.467,0.792,0.0,0.0,0.0,0.0,0.0,0.0
5,1750,6,-1.231,1.013,-1.455,0.791,0.0,0.0,0.0,0.0,0.0,0.0
6,1750,7,-0.201,1.215,-1.535,0.795,0.0,0.0,0.0,0.0,0.0,0.0
7,1750,8,0.265,1.183,-1.689,0.813,0.0,0.0,0.0,0.0,0.0,0.0
8,1750,9,-1.102,1.276,-1.704,0.832,0.0,0.0,0.0,0.0,0.0,0.0
9,1750,10,-2.405,1.531,-1.805,0.85,0.0,0.0,0.0,0.0,0.0,0.0
10,1750,11,-4.701,1.884,-1.753,0.874,0.0,0.0,0.0,0.0,0.0,0.0
11,1750,12,-3.198,2.161,-1.786,0.872,0.0,0.0,0.0,0.0,0.0,0.0
12,1751,1,-1.894,2.812,-1.692,0.897,0.0,0.0,0.0,0.0,0.0,0.0
13,1751,2,-3.457,2.848,-1.73,0.893,0.0,0.0,0.0,0.0,0.0,0.0
14,1751,3,-0.287,2.002,-1.754,0.902,0.0,0.0,0.0,0.0,0.0,0.0
15,1751,4,-1.639,1.422,-1.781,0.906,0.0,0.0,0.0,0.0,0.0,0.0
16,1751,5,-1.177,1.528,-1.655,0.913,0.0,0.0,0.0,0.0,0.0,0.0
17,1751,6,-1.618,1.002,-1.561,0.941,0.0,0.0,0.0,0.0,0.0,0.0
18,1751,7,0.923,1.607,-1.695,0.932,0.0,0.0,0.0,0.0,0.0,0.0
19,1751,8,-0.194,1.138,-1.275,0.957,0.0,0.0,0.0,0.0,0.0,0.0
20,1751,9,-1.391,1.308,-1.27,0.969,0.0,0.0,0.0,0.0,0.0,0.0
21,1751,10,-2.727,1.668,-1.286,0.97,0.0,0.0,0.0,0.0,0.0,0.0
22,1751,11,-3.185,1.929,-1.22,0.968,0.0,0.0,0.0,0.0,0.0,0.0
23,1751,12,-2.074,2.909,-1.067,0.974,0.0,0.0,0.0,0.0,0.0,0.0
24,1752,1,-3.504,2.946,-1.069,0.964,0.0,0.0,0.0,0.0,0.0,0.0
25,1752,2,1.582,3.805,-1.12,0.987,0.0,0.0,0.0,0.0,0.0,0.0
26,1752,3,-0.223,2.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1752,4,-1.828,1.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1752,5,-0.388,1.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1752,6,0.216,1.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1752,7,0.894,1.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1752,8,-0.801,1.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1752,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1752,10,-1.559,1.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1752,11,-0.213,1.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1752,12,-1.215,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1753,1,-1.126,2.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1753,2,-1.887,2.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1753,3,0.33,2.213,-0.915,0.85,0.0,0.0,0.0,0.0,0.0,0.0
39,1753,4,-1.243,1.54,-0.856,0.849,0.0,0.0,0.0,0.0,0.0,0.0
40,1753,5,-0.395,1.319,-0.964,0.853,0.0,0.0,0.0,0.0,0.0,0.0
41,1753,6,-0.653,2.315,-1.214,1.108,0.0,0.0,0.0,0.0,0.0,0.0
42,1753,7,-0.293,1.759,-1.196,1.031,0.0,0.0,0.0,0.0,0.0,0.0
43,1753,8,-1.154,2.716,-1.312,1.012,0.0,0.0,0.0,0.0,0.0,0.0
44,1753,9,-1.558,2.565,-1.501,1.006,0.0,0.0,0.0,0.0,0.0,0.0
45,1753,10,-0.857,1.707,-1.167,1.357,0.0,0.0,0.0,0.0,0.0,0.0
46,1753,11,-1.504,2.11,-1.095,1.62,0.0,0.0,0.0,0.0,0.0,0.0
47,1753,12,-4.216,3.994,-1.062,1.492,0.0,0.0,0.0,0.0,0.0,0.0
48,1754,1,-0.912,3.754,-1.03,1.5,0.0,0.0,0.0,0.0,0.0,0.0
49,1754,2,-3.275,3.934,-1.059,1.535,0.0,0.0,0.0,0.0,0.0,0.0
50,1754,3,-1.945,2.159,-1.088,1.518,0.0,0.0,0.0,0.0,0.0,0.0
51,1754,4,2.768,2.142,-1.036,1.768,0.0,0.0,0.0,0.0,0.0,0.0
52,1754,5,0.469,3.977,-0.964,1.95,0.0,0.0,0.0,0.0,0.0,0.0
53,1754,6,-0.261,2.783,-0.649,1.842,0.0,0.0,0.0,0.0,0.0,0.0
54,1754,7,0.098,1.4,-0.679,2.219,0.0,0.0,0.0,0.0,0.0,0.0
55,1754,8,-1.507,2.25,-0.655,2.606,0.0,0.0,0.0,0.0,0.0,0.0
56,1754,9,-1.898,2.579,-0.69,2.427,0.0,0.0,0.0,0.0,0.0,0.0
57,1754,10,-0.238,3.715,-0.944,1.845,0.0,0.0,0.0,0.0,0.0,0.0
58,1754,11,-0.643,2.893,-0.993,1.385,0.0,0.0,0.0,0.0,0.0,0.0
59,1754,12,-0.433,2.773,-0.938,1.387,0.0,0.0,0.0,0.0,0.0,0.0
60,1755,1,-1.274,3.341,-0.886,1.312,0.0,0.0,0.0,0.0,0.0,0.0
61,1755,2,-2.99,2.939,-0.851,1.36,0.0,0.0,0.0,0.0,0.0,0.0
62,1755,3,-2.365,3.799,-0.819,1.422,-0.661,0.735,0.0,0.0,0.0,0.0
63,1755,4,-0.27,3.862,-0.665,1.313,-0.701,0.74,0.0,0.0,0.0,0.0
64,1755,5,-0.12,3.823,-0.735,1.313,-0.737,0.74,0.0,0.0,0.0,0.0
65,1755,6,0.394,3.08,-0.89,1.033,-0.77,0.848,0.0,0.0,0.0,0.0
66,1755,7,0.719,1.963,-0.764,0.961,-0.833,0.849,0.0,0.0,0.0,0.0
67,1755,8,-1.085,1.572,-0.347,1.325,-0.861,0.886,0.0,0.0,0.0,0.0
68,1755,9,-1.51,1.896,-0.251,1.612,-0.904,0.888,0.0,0.0,0.0,0.0
69,1755,10,1.607,3.14,-0.171,1.406,-0.912,0.888,0.0,0.0,0.0,0.0
70,1755,11,-1.486,2.625,-0.106,1.381,-0.953,0.891,0.0,0.0,0.0,0.0
71,1755,12,-2.295,4.718,-0.14,1.279,-0.963,0.893,0.0,0.0,0.0,0.0
72,1756,1,0.242,3.316,-0.216,1.35,-0.981,0.902,0.0,0.0,0.0,0.0
73,1756,2,2.021,3.941,-0.222,1.534,-1.013,0.894,0.0,0.0,0.0,0.0
74,1756,3,-1.216,3.282,-0.17,1.47,-1.03,0.897,0.0,0.0,0.0,0.0
75,1756,4,0.691,2.179,-0.431,1.59,-1.075,0.891,0.0,0.0,0.0,0.0
76,1756,5,0.658,3.257,-0.515,1.572,-1.069,0.899,0.0,0.0,0.0,0.0
77,1756,6,-0.018,1.908,-0.591,1.633,-1.033,0.89,0.0,0.0,0.0,0.0
78,1756,7,-0.193,2.07,-0.862,1.475,-1.002,0.905,0.0,0.0,0.0,0.0
79,1756,8,-1.152,4.826,-0.993,1.367,-0.938,0.898,0.0,0.0,0.0,0.0
80,1756,9,-0.881,2.173,-1.011,1.258,-0.928,0.896,0.0,0.0,0.0,0.0
81,1756,10,-1.532,1.514,-1.101,1.158,-1.016,0.902,0.0,0.0,0.0,0.0
82,1756,11,-2.486,2.537,-1.135,1.063,-1.064,0.922,0.0,0.0,0.0,0.0
83,1756,12,-3.207,2.551,-0.967,1.111,-1.068,0.909,0.0,0.0,0.0,0.0
84,1757,1,-3.019,5.485,-0.786,1.163,-1.11,0.924,0.0,0.0,0.0,0.0
85,1757,2,0.449,2.98,-0.491,1.222,-1.09,0.916,0.0,0.0,0.0,0.0
86,1757,3,-1.423,4.354,-0.314,1.3,-1.077,0.922,0.0,0.0,0.0,0.0
87,1757,4,-0.392,1.29,-0.519,1.391,-1.11,0.939,0.0,0.0,0.0,0.0
88,1757,5,0.246,1.804,-0.507,1.384,-1.15,0.953,0.0,0.0,0.0,0.0
89,1757,6,1.993,2.722,-0.504,1.193,-1.23,0.981,0.0,0.0,0.0,0.0
90,1757,7,1.982,2.872,-0.663,1.255,-1.289,1.057,0.0,0.0,0.0,0.0
91,1757,8,2.393,4.206,-0.998,1.298,-1.256,1.091,0.0,0.0,0.0,0.0
92,1757,9,1.244,3.305,-1.066,1.3,-1.281,1.076,-1.241,0.617,0.0,0.0
93,1757,10,-3.99,2.003,-1.18,1.338,-1.314,1.036,-1.255,0.621,0.0,0.0
94,1757,11,-2.352,2.459,-1.438,1.356,-1.344,1.016,-1.255,0.623,0.0,0.0
95,1757,12,-3.163,3.869,-1.709,1.274,-1.387,1.015,-1.262,0.848,0.0,0.0
96,1758,1,-4.933,2.871,-1.988,1.26,-1.442,1.089,-1.279,0.854,0.0,0.0
97,1758,2,-3.565,6.033,-2.439,1.192,-1.452,1.098,-1.289,0.861,0.0,0.0
98,1758,3,-2.238,3.753,-2.762,1.207,-1.467,1.107,-1.328,0.877,0.0,0.0
99,1758,4,-1.761,3.706,-2.725,1.193,-1.543,1.152,-1.333,0.868,0.0,0.0
100,1758,5,-2.854,2.239,-2.625,1.152,-1.543,1.163,-1.347,0.878,0.0,0.0
101,1758,6,-1.254,2.324,-2.529,1.188,-1.56,1.093,-1.36,0.883,0.0,0.0
102,1758,7,-1.371,1.815,-2.039,1.251,-1.615,1.148,-1.345,0.884,0.0,0.0
103,1758,8,-3.024,1.934,-1.697,1.342,-1.68,1.089,-1.346,0.888,0.0,0.0
104,1758,9,-2.631,1.362,-1.625,1.432,-1.662,1.071,-1.346,0.88,0.0,0.0
105,1758,10,-3.546,1.763,-1.687,1.36,-1.699,1.054,-1.364,0.884,0.0,0.0
106,1758,11,-1.15,2.507,-1.65,1.324,-1.697,1.008,-1.372,0.879,0.0,0.0
107,1758,12,-2.01,2.837,-1.583,1.411,-1.659,0.975,-1.348,0.887,0.0,0.0
108,1759,1,0.942,3.054,-1.672,1.507,-1.599,0.964,-1.361,0.9,0.0,0.0
109,1759,2,0.54,4.307,-1.449,1.368,-1.587,0.969,-1.316,0.916,0.0,0.0
110,1759,3,-1.37,2.15,-1.319,1.38,-1.582,0.981,-1.308,0.938,0.0,0.0
111,1759,4,-2.5,2.98,-1.209,1.476,-1.613,0.99,-1.342,0.976,0.0,0.0
112,1759,5,-2.413,1.83,-1.37,1.509,-1.595,0.992,-1.359,1.019,0.0,0.0
113,1759,6,-0.452,1.258,-1.636,1.654,-1.643,0.984,-1.379,1.017,0.0,0.0
114,1759,7,-2.435,1.659,-2.118,1.728,-1.552,0.989,-1.394,1.032,0.0,0.0
115,1759,8,-0.353,1.932,-2.245,1.344,-1.554,0.986,-1.394,1.025,0.0,0.0
116,1759,9,-1.074,1.86,-2.453,1.145,-1.568,0.984,-1.391,1.024,0.0,0.0
117,1759,10,-2.22,2.594,-2.43,1.107,-1.569,1.009,-1.382,1.028,0.0,0.0
118,1759,11,-3.082,2.961,-2.389,1.087,-1.599,1.015,-1.381,1.023,0.0,0.0
119,1759,12,-5.203,2.56,-2.535,1.194,-1.655,1.033,-1.365,1.021,0.0,0.0
120,1760,1,-4.848,3.28,-2.546,1.538,-1.713,1.043,-1.343,1.077,0.0,0.0
121,1760,2,-0.98,3.941,-2.66,1.623,-1.76,1.007,-1.32,1.117,0.0,0.0
122,1760,3,-3.861,4.615,-2.771,1.714,-1.821,0.993,-1.293,1.126,0.0,0.0
123,1760,4,-2.234,2.031,-2.833,1.651,-1.808,0.964,-1.287,1.106,0.0,0.0
124,1760,5,-1.915,1.98,-2.698,1.512,-1.773,0.985,-1.295,1.083,0.0,0.0
125,1760,6,-2.204,3.971,-2.54,1.146,-1.755,1.031,-1.325,1.088,0.0,0.0
126,1760,7,-2.563,2.415,-2.39,1.253,-1.724,1.053,-1.339,1.088,0.0,0.0
127,1760,8,-1.724,2.312,-2.467,1.257,-1.717,1.108,-1.336,1.09,0.0,0.0
128,1760,9,-2.406,2.387,-2.157,1.405,-1.753,1.151,-1.332,1.083,0.0,0.0
129,1760,10,-2.969,2.115,-2.1,1.408,-1.754,1.14,-1.355,1.102,0.0,0.0
130,1760,11,-1.462,1.921,-1.875,1.269,-1.74,1.157,-1.345,1.117,0.0,0.0
131,1760,12,-3.3,5.483,-1.502,1.193,-1.757,1.221,-1.332,1.091,0.0,0.0
132,1761,1,-3.046,2.79,-1.002,1.632,-1.709,1.242,-1.361,1.099,0.0,0.0
133,1761,2,-1.912,6.244,-0.894,1.402,-1.68,1.273,-1.372,1.07,0.0,0.0
134,1761,3,-0.14,2.174,-0.744,1.24,-1.661,1.269,-1.362,1.065,0.0,0.0
135,1761,4,-1.547,1.275,-0.778,1.268,-1.653,1.287,-1.373,1.07,0.0,0.0
136,1761,5,0.781,2.182,-0.774,1.417,-1.675,1.266,-1.382,1.056,0.0,0.0
137,1761,6,2.281,1.885,-1.008,1.128,-1.664,1.236,-1.388,1.066,0.0,0.0
138,1761,7,3.433,2.431,-0.551,1.388,-1.72,1.24,-1.399,1.065,0.0,0.0
139,1761,8,-0.431,3.66,-0.361,1.134,-1.695,1.21,-1.393,1.042,0.0,0.0
140,1761,9,-0.606,4.449,-0.538,1.191,-1.687,1.217,-1.385,1.039,0.0,0.0
141,1761,10,-3.377,1.951,-0.449,1.147,-1.668,1.232,-1.38,1.039,0.0,0.0
142,1761,11,-1.407,2.988,-0.645,1.097,-1.654,1.287,-1.346,1.062,0.0,0.0
143,1761,12,-6.108,2.315,-0.949,1.4,-1.691,1.309,-1.327,1.03,0.0,0.0
144,1762,1,2.429,5.02,-1.36,1.868,-1.679,1.326,-1.332,1.032,0.0,0.0
145,1762,2,0.369,2.914,-1.36,1.648,-1.698,1.342,-1.34,1.01,0.0,0.0
146,1762,3,-2.26,3.023,-1.508,1.471,-1.705,1.347,-1.321,1.026,0.0,0.0
147,1762,4,-0.484,3.142,-1.496,1.278,-1.655,1.299,-1.338,1.028,0.0,0.0
148,1762,5,-1.569,2.796,-1.4,1.415,-1.613,1.255,-1.354,1.026,0.0,0.0
149,1762,6,-1.366,1.804,-1.063,1.306,-1.5,1.177,-1.366,1.012,0.0,0.0
150,1762,7,-1.499,3.929,-1.523,1.711,-1.397,1.169,-1.395,1.004,0.0,0.0
151,1762,8,-0.428,1.729,-1.813,1.986,-1.384,1.209,-1.409,0.979,0.0,0.0
152,1762,9,-2.388,1.951,-1.994,2.33,-1.306,1.246,-1.423,0.967,-1.203,0.739
153,1762,10,-3.233,3.846,-2.106,2.257,-1.26,1.26,-1.391,0.961,-1.196,0.742
154,1762,11,-0.259,2.035,-2.142,2.336,-1.246,1.236,-1.354,0.969,-1.186,0.744
155,1762,12,-2.058,2.851,-2.217,2.245,-1.262,1.244,-1.345,0.987,-1.17,0.791
156,1763,1,-3.096,4.537,-1.967,2.069,-1.236,1.15,-1.348,1.001,-1.179,0.794
157,1763,2,-3.106,2.778,-2.036,2.328,-1.219,1.148,-1.349,1.026,-1.18,0.798
158,1763,3,-4.427,3.283,-1.963,2.216,-1.197,1.126,-1.362,1.051,-1.187,0.803
159,1763,4,-1.832,2.28,-1.949,2.613,-1.167,1.114,-1.36,1.029,-1.178,0.794
160,1763,5,-2.007,3.736,-2.134,2.617,-1.146,1.129,-1.36,1.029,-1.17,0.792
161,1763,6,-2.257,1.7,-2.075,2.458,-1.103,1.169,-1.363,1.029,-1.172,0.787
162,1763,7,1.5,1.976,-2.015,2.289,-1.108,1.117,-1.356,1.028,-1.171,0.785
163,1763,8,-1.265,3.901,-1.586,2.02,-1.064,1.151,-1.342,1.025,-1.168,0.78
164,1763,9,-1.503,1.553,-1.295,1.886,-1.062,1.165,-1.331,1.009,-1.16,0.777
165,1763,10,-3.071,2.7,-1.252,1.994,-1.047,1.19,-1.313,0.991,-1.156,0.772
166,1763,11,-2.481,1.913,-1.219,2.168,-1.068,1.222,-1.313,0.97,-1.159,0.768
167,1763,12,-1.35,2.053,-1.252,1.982,-1.116,1.323,-1.302,0.951,-1.132,0.769
168,1764,1,-2.373,3.224,-1.52,2.072,-1.2,1.406,-1.311,0.96,-1.142,0.774
169,1764,2,2.04,2.754,-1.538,1.794,-1.199,1.369,-1.327,0.942,-1.125,0.78
170,1764,3,-0.931,2.026,-1.537,1.796,-1.188,1.309,-1.326,0.945,-1.119,0.783
171,1764,4,-1.321,3.589,-1.217,1.595,-1.146,1.288,-1.301,0.926,-1.124,0.785
172,1764,5,-1.604,1.577,-1.056,1.539,-1.098,1.335,-1.271,0.887,-1.103,0.783
173,1764,6,-2.653,2.501,-0.812,1.433,-1.012,1.267,-1.259,0.877,-1.096,0.789
174,1764,7,-1.715,2.801,-0.508,1.396,-1.112,1.276,-1.242,0.864,-1.089,0.801
175,1764,8,-1.48,1.598,-0.692,1.381,-1.126,1.233,-1.243,0.858,-1.083,0.802
176,1764,9,-1.495,3.281,-0.546,1.338,-1.074,1.246,-1.241,0.853,-1.08,0.802
177,1764,10,0.776,1.893,-0.394,1.27,-1.108,1.221,-1.256,0.836,-1.082,0.801
178,1764,11,-0.554,2.255,-0.347,1.248,-1.109,1.196,-1.257,0.825,-1.092,0.797
179,1764,12,1.577,2.979,-0.393,1.189,-1.076,1.127,-1.25,0.817,-1.104,0.799
180,1765,1,1.275,4.417,-0.332,1.322,-1.076,1.104,-1.214,0.798,-1.093,0.807
181,1765,2,-0.164,2.899,-0.267,1.27,-1.057,1.106,-1.206,0.821,-1.071,0.816
182,1765,3,0.815,2.189,-0.234,1.117,-1.025,1.09,-1.21,0.839,-1.056,0.818
183,1765,4,0.502,1.354,-0.397,1.15,-0.974,1.129,-1.182,0.831,-1.061,0.814
184,1765,5,-1.041,1.294,-0.367,1.242,-0.934,1.098,-1.18,0.825,-1.065,0.812
185,1765,6,-3.197,1.527,-0.558,1.248,-0.936,1.062,-1.181,0.824,-1.074,0.809
186,1765,7,-0.986,2.647,-0.943,1.092,-0.972,1.058,-1.187,0.81,-1.078,0.81
187,1765,8,-0.696,1.288,-0.867,1.033,-0.982,1.039,-1.192,0.815,-1.073,0.814
188,1765,9,-1.11,1.317,-0.935,1.096,-0.971,1.039,-1.181,0.807,-1.071,0.813
189,1765,10,-1.17,1.565,-1.035,1.198,-0.966,1.015,-1.157,0.795,-1.073,0.816
190,1765,11,-0.204,2.342,-0.984,1.244,-0.98,0.997,-1.144,0.785,-1.059,0.809
191,1765,12,-0.713,2.401,-0.771,1.185,-0.969,0.937,-1.107,0.778,-1.058,0.805
192,1766,1,-3.346,4.862,-0.822,1.468,-1.003,0.917,-1.062,0.759,-1.074,0.815
193,1766,2,0.748,3.197,-0.795,1.53,-1.004,0.887,-1.086,0.778,-1.079,0.808
194,1766,3,0.0,2.327,-0.695,1.58,-1.001,0.866,-1.116,0.789,-1.082,0.806
195,1766,4,-0.696,2.473,-0.673,1.497,-0.973,0.822,-1.127,0.801,-1.093,0.805
196,1766,5,-0.428,1.487,-0.53,1.378,-0.952,0.813,-1.148,0.816,-1.103,0.802
197,1766,6,-0.641,4.087,-0.55,1.333,-0.94,0.817,-1.168,0.83,-1.103,0.798
198,1766,7,-1.597,3.142,-0.57,1.054,-0.903,0.833,-1.204,0.84,-1.106,0.797
199,1766,8,-0.372,1.659,-0.669,0.951,-0.96,0.83,-1.2,0.83,-1.099,0.793
200,1766,9,0.09,1.609,-0.6,0.936,-0.964,0.834,-1.202,0.814,-1.103,0.793
201,1766,10,-0.9,1.73,-0.75,0.92,-0.935,0.805,-1.165,0.812,-1.104,0.795
202,1766,11,1.509,3.304,-0.854,0.938,-0.889,0.77,-1.165,0.825,-1.097,0.797
203,1766,12,-0.95,2.987,-0.75,0.947,-0.826,0.767,-1.122,0.811,-1.08,0.786
204,1767,1,-3.588,4.334,-0.739,0.979,-0.804,0.768,-1.152,0.839,-1.056,0.791
205,1767,2,-0.446,4.391,-0.651,0.985,-0.789,0.771,-1.175,0.835,-1.053,0.786
206,1767,3,0.833,4.842,-0.695,1.065,-0.778,0.753,-1.182,0.849,-1.052,0.787
207,1767,4,-2.5,3.63,-0.636,1.101,-0.857,0.755,-1.178,0.843,-1.063,0.79
208,1767,5,-1.678,1.966,-0.582,1.197,-0.901,0.766,-1.184,0.833,-1.068,0.791
209,1767,6,0.616,1.65,-0.684,1.276,-1.0,0.776,-1.186,0.818,-1.084,0.788
210,1767,7,-1.471,2.575,-0.821,1.306,-1.031,0.745,-1.174,0.811,-1.102,0.785
211,1767,8,0.69,1.233,-1.095,1.214,-1.028,0.755,-1.171,0.815,-1.119,0.778
212,1767,9,-0.438,2.329,-1.476,1.241,-1.115,0.773,-1.165,0.807,-1.129,0.772
213,1767,10,-0.191,2.161,-1.396,1.22,-1.104,0.801,-1.136,0.814,-1.124,0.765
214,1767,11,2.149,4.793,-1.494,1.248,-1.115,0.799,-1.116,0.814,-1.118,0.77
215,1767,12,-2.171,3.887,-1.678,1.206,-1.1,0.814,-1.078,0.81,-1.106,0.777
216,1768,1,-5.233,3.958,-1.599,1.133,-1.138,0.789,-1.08,0.812,-1.085,0.781
217,1768,2,-3.733,4.942,-1.768,1.152,-1.166,0.789,-1.072,0.808,-1.063,0.781
218,1768,3,-3.746,3.699,-1.844,1.07,-1.165,0.799,-1.046,0.802,-1.062,0.787
219,1768,4,-1.537,1.867,-1.945,1.015,-1.147,0.791,-1.022,0.796,-1.049,0.787
220,1768,5,-2.846,2.47,-2.222,1.092,-1.142,0.807,-0.993,0.785,-1.041,0.786
221,1768,6,-1.599,1.134,-2.094,1.104,-1.11,0.809,-0.984,0.774,-1.047,0.792
222,1768,7,-0.527,1.353,-1.672,1.042,-1.016,0.874,-0.998,0.769,-1.041,0.793
223,1768,8,-1.335,1.419,-1.477,0.992,-1.108,0.89,-0.991,0.761,-1.036,0.79
224,1768,9,-1.342,2.603,-1.263,1.098,-1.171,0.893,-0.975,0.76,-1.022,0.786
225,1768,10,-1.408,2.829,-1.1,1.077,-1.206,0.903,-0.947,0.749,-1.014,0.784
226,1768,11,-1.18,3.145,-0.764,1.521,-1.229,0.87,-0.945,0.75,-1.019,0.775
227,1768,12,-0.626,3.03,-0.54,1.642,-1.22,0.906,-0.915,0.751,-1.019,0.772
228,1769,1,-0.17,3.343,-0.528,1.715,-1.208,0.93,-0.924,0.759,-1.031,0.775
229,1769,2,-1.392,2.557,-0.466,1.917,-1.202,0.958,-0.934,0.765,-1.029,0.774
230,1769,3,-1.185,2.047,-0.422,1.773,-1.216,0.979,-0.93,0.765,-1.021,0.776
231,1769,4,0.416,1.943,-0.636,1.628,-1.184,0.977,-0.906,0.754,-1.01,0.773
232,1769,5,1.192,1.557,-0.805,1.449,-1.232,0.973,-0.847,0.765,-0.993,0.772
233,1769,6,1.084,2.208,-1.116,1.302,-1.232,0.982,-0.812,0.787,-0.999,0.776
234,1769,7,-0.384,1.869,-1.151,1.605,-1.191,0.95,-0.784,0.816,-0.996,0.776
235,1769,8,-0.582,2.375,-1.031,1.5,-1.224,0.895,-0.771,0.818,-0.997,0.778
236,1769,9,-0.816,1.359,-1.299,1.678,-1.291,0.881,-0.77,0.809,-0.992,0.775
237,1769,10,-3.975,2.074,-1.235,1.943,-1.249,0.906,-0.783,0.799,-0.984,0.77
238,1769,11,-3.212,1.887,-1.479,1.533,-1.259,0.898,-0.803,0.801,-0.972,0.765
239,1769,12,-4.358,2.641,-1.758,1.361,-1.295,0.892,-0.842,0.79,-0.956,0.77
240,1770,1,-0.589,3.861,-1.998,1.175,-1.272,0.896,-0.843,0.77,-0.936,0.761
241,1770,2,0.045,3.271,-2.149,1.168,-1.284,0.925,-0.823,0.769,-0.93,0.76
242,1770,3,-4.397,2.946,-2.169,1.197,-1.305,0.922,-0.818,0.768,-0.916,0.769
243,1770,4,1.178,2.787,-1.844,1.15,-1.299,0.92,-0.835,0.767,-0.89,0.766
244,1770,5,-1.737,1.263,-1.572,1.196,-1.299,0.925,-0.835,0.762,-0.869,0.761
245,1770,6,-2.261,2.714,-1.107,1.262,-1.221,0.922,-0.823,0.762,-0.859,0.754
246,1770,7,-3.266,1.554,-0.868,1.421,-1.188,0.885,-0.818,0.751,-0.845,0.744
247,1770,8,-2.39,2.417,-1.269,1.467,-1.162,0.896,-0.81,0.749,-0.843,0.739
248,1770,9,-1.05,1.842,-1.214,1.306,-1.122,0.915,-0.81,0.745,-0.845,0.73
249,1770,10,-0.085,1.555,-1.549,1.085,-1.079,0.916,-0.791,0.743,-0.83,0.724
250,1770,11,0.051,4.282,-1.552,1.052,-1.007,0.917,-0.773,0.746,-0.823,0.725
251,1770,12,1.225,2.379,-1.375,1.005,-0.998,0.922,-0.784,0.743,-0.816,0.727
252,1771,1,2.282,3.274,-1.174,1.087,-0.993,0.918,-0.787,0.751,-0.803,0.72
253,1771,2,-4.767,3.14,-0.976,1.238,-0.978,0.921,-0.787,0.765,-0.798,0.726
254,1771,3,-3.741,2.826,-0.949,1.247,-0.949,0.904,-0.802,0.761,-0.8,0.725
255,1771,4,-2.839,2.306,-0.857,1.299,-0.922,0.884,-0.812,0.763,-0.799,0.725
256,1771,5,-1.773,1.5,-0.979,1.202,-0.939,0.844,-0.824,0.765,-0.804,0.727
257,1771,6,-0.139,1.666,-1.159,1.281,-0.891,0.831,-0.818,0.773,-0.82,0.736
258,1771,7,-0.847,1.123,-1.444,1.338,-0.945,0.859,-0.813,0.78,-0.835,0.742
259,1771,8,-0.014,2.108,-1.249,1.288,-0.908,0.881,-0.805,0.786,-0.831,0.734
260,1771,9,-0.732,1.796,-1.2,1.198,-0.895,0.882,-0.822,0.787,-0.836,0.722
261,1771,10,1.015,1.559,-0.963,1.128,-0.876,0.848,-0.828,0.778,-0.824,0.717
262,1771,11,-1.41,2.167,-1.003,1.06,-0.806,0.851,-0.848,0.761,-0.812,0.715
263,1771,12,-0.933,3.15,-1.121,1.094,-0.798,0.889,-0.833,0.756,-0.787,0.711
264,1772,1,-1.14,4.883,-1.061,1.185,-0.763,0.939,-0.779,0.785,-0.806,0.711
265,1772,2,-2.418,5.703,-1.061,1.198,-0.753,0.939,-0.767,0.792,-0.816,0.711
266,1772,3,-3.16,2.629,-1.142,1.204,-0.761,0.944,-0.784,0.77,-0.816,0.709
267,1772,4,0.01,2.48,-1.211,1.173,-0.708,0.922,-0.789,0.777,-0.813,0.705
268,1772,5,-2.263,1.279,-0.914,1.166,-0.704,0.909,-0.782,0.779,-0.806,0.697
269,1772,6,-1.552,2.975,-0.629,1.181,-0.685,0.877,-0.802,0.785,-0.8,0.687
270,1772,7,-0.128,2.408,-0.807,1.202,-0.655,0.882,-0.809,0.79,-0.796,0.679
271,1772,8,-0.006,3.123,-0.783,1.382,-0.617,0.874,-0.829,0.791,-0.788,0.675
272,1772,9,-1.714,1.933,-0.633,1.289,-0.521,0.853,-0.836,0.79,-0.776,0.67
